,moves,explanation
1994,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Be7 Bd3 Qc7 O-O Qb6 Bc4 e5 fxe5 dxe5 Bxf6 Bxf6 Nd5 Qc5 Nxf6+ gxf6 Rxf6 Qxc4 Nf3 Be6 Ng5 Nd7 Rf2 h6 Nxe6 Qxe6 Qh5 Qg6 Qh3 O-O-O Qc3+ Kb8 Raf1 f6 a4 Qxe4 b4 Qc6 Qxc6 bxc6 c4 Kc7 b5 axb5 cxb5 cxb5 axb5 Rb8 Rb2 Rb6 Rc1+ Kd6 Rd2+ Ke7 Rc7 Rd6 Rxd6 Kxd6 Rc6+ Ke7 b6 Rb8 Kf2 Rxb6 Rxb6 Nxb6 Ke3 f5 g3 Ke6 h3 Kd5 Kd3 Nc4 Ke2 e4 h4 Kd4 Kf2 Ne5 Ke2 e3 Ke1 Ke4 Ke2 h5 Ke1 Kf3 Kf1 Kxg3 Ke2 f4 Kf1 f3 Kg1 e2 Kh1 e1=R#,
1995,e4 c5 Bc4 d6 Qf3 Nf6 d3 Bg4 Qg3 Nc6 c3 h5 h3 h4 Qe3 Bh5 Nf3 g6 Qe2 Qb6 b3 Ne5 O-O Bxf3 gxf3 a6 Bf4 Nxc4 dxc4 Nh5 Be3 Bg7 Nd2 Bxc3 Rfd1 Bxa1 Rxa1 Qc7 Kf1 Qd7 Ke1 Qxh3 Qf1 Qxf1+ Nxf1 e5 Rd1 Nf4 Bxf4 exf4 Rxd6 Rd8 Rb6 Rd7 Nh2 O-O Ng4 Kg7 Ne5 Re7 Ng4 Rd8 Kf1 Red7 Kg2 g5 Ne5 Re7 Ng4 Rd2 a4 Rdd7 a5 Re6 Rxe6 fxe6 Ne5 Rc7 Kh3 Kf6 Ng4+ Kg6 Nh2 Rd7 Kg4 Rd2 Kh3 Rxf2 Ng4 Rxf3+ Kg2 Rg3+ Kf2 Rxg4 Kf3 Rg3+ Ke2 h3 Kd2 h2 Kc2 h1=N Kb2 f3 Ka3 f2 Ka4 f1=N b4 cxb4 Kxb4 Nd2 Kc5 Nxe4+ Kb6 Rc3 Kc7 Rxc4+ Kxb7 Nc3 Kxa6 Na4 Kb5 Rf4 Ka6 e5 Kb5 g4 Ka6 Nc3 Kb6 g3 Kc5 g2 Kd6 Nf2 Kxe5 Re4+,
1996,e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 e5 Qe7 Bf4 Nf6 Nc3 Nh5 O-O Nxf4 Qxf4 dxe5 Qd2 f6 Nd5 Qd6 Rae1 c6 Nf4 Qxd2 Bd3 Qxf4 g3 Qb4 Bc4 Qxb2 f4 Bd6 fxe5 Bxe5 Rxe5+ fxe5 Bf7+ Ke7 Bg6 Be6 c4 Bxc4 Rb1 Qd4+ Kg2 b5 a4 a6 axb5 axb5 Kh3 Rhf8 Re1 Be6+ Kg2 Qd2+ Kg1 Qxe1+ Kg2 Ra2+ Bc2 Rxc2#,
1997,e4 e5 Nf3 Nc6 Bc4 d6 d4 h6 dxe5 dxe5 Qxd8+ Nxd8 Nxe5 Nf6 f3 Bd6 Nd3 O-O e5 Re8 f4 Nd7 Be3 Be7 Nd2 Nb6 Bb3 Bf5 Nf2 Nc6 g4 Bg6 a3 Bh4 O-O-O Bxf2 Bxf2 Rad8 Nf3 Rxd1+ Rxd1 Rd8 Rxd8+ Nxd8 f5 Bh7 Nd4 Nc6 Nxc6 bxc6 e6 fxe6 fxe6 Kf8 Bc5+ Ke8 Kd2 a5 Kc3 a4 Bxb6 axb3 Bxc7 bxc2 Bf4 Ke7 a4 Kxe6 a5 Kd7 a6 Kc8 b4 g5 Be3 Kb8 Kc4 Kc7 Kc5 Bg6 b5 cxb5 Kxb5 Be4 Kc4 c1=Q+ Bxc1 Kb6 Kd4 Bg6 Ke5 Kxa6 Kf6 Bc2 Kg7 Kb5 Kxh6 Kc5 Kxg5 Kd5 Kf6 Ke4 g5 Kf3 g6 Kg2 h4 Kg3 Bg5 Kg4 g7 Bb3 Ke7 Kh5 Kf8 Bc4 g8=Q Bxg8 Kxg8 Kg4 Kf7 Kh5 Kg7 Kg4 Kg6,
1998,e3 d5 d4 Nf6 f3 Nc6 Bb5 Bd7 Bxc6 Bxc6 b3 e6 f4 Ne4 a4 Qh4+ Ke2 Ng3+ Kd2 Nxh1 Qe1 Bb4+ c3 Qxe1+ Kxe1 Be7 Ke2 Bh4 Nd2 O-O-O g3 Bxg3 hxg3 Nxg3+ Kf2 Ne4+ Nxe4 dxe4 Bd2 h5 Ne2 h4 Rh1 f6 Ng1 g5 Rh3 g4 Rh2 g3+ Kg2 gxh2 Kxh2 e5 Be1 exf4 exf4 e3 Ne2 Bf3 Ng1 Bd1 Nh3 Bxb3 a5 e2 Nf2 Rde8 Kh3 Re3+ Kg2 h3+ Kh2 Be6 c4 Bxc4 d5 Bxd5 Nd1 exd1=Q Bc3 Rxc3 f5 Qh1#,
1999,d4 e6 Bf4 g5 Bd2 f6 f3 h6 e4 d6 h3 c6 Ne2 b6 Nbc3 a6 Ng3 Be7 Bd3 Bd7 Qe2 f5 exf5 exf5 Bxf5 Bxf5 Nxf5 Rh7 O-O-O Nf6 g4,
2000,e4 e5 Nc3 c6 d4 b5 dxe5 b4 Na4 a5 Nf3 f6 exf6 gxf6 Bd3 d6 Qe2 Bg4 Be3 Bxf3 Qxf3 Kd7 O-O-O h5 e5 fxe5 Bf5+ Kc7 Bb6+ Kb7 Bxd8 Na6 Bd3 Rxd8 Bxa6+ Kxa6 Qxc6+ Ka7 Qb6+ Ka8 Qc6+ Kb8 Qb6+ Kc8 Qa6+ Kd7 Qa7+ Ke8 Nb6 Nf6 Rhe1 Be7 Qxa5 Kf7 Qxb4 Nd7 Qc4+ Kg7 Nxd7 Rxd7 Qe6 Rhd8 f4 exf4 Rf1 d5 Rxf4 Rd6 Qxe7+ Kh6 Qf8+ Kg5 Rf5+ Kg6 Rdf1 Rxf8 Rxf8 Kg7 R8f7+ Kg6 a4 d4 c4 d3 R7f2 h4 Rd2 Kg5 h3 Kh5 b4 Kg5 Kb2 Rd4 Kc3 Rd6 Rxd3 Re6 Rfd1 Re2 R3d2 Re3+ Rd3 Re2 R1d2 Re1 b5 Rc1+ Kb4 Rb1+ Kc5 Kf4 a5 Ra1 a6 Rxa6 bxa6 Ke4 Rd4+,
2001,d3 e5 e4 Nc6 h4 Nd4 Bg5 f6 Bd2 c5 c3 Nb5 a4 Nd6 Be2 f5 f3 c4 dxc4 fxe4 fxe4 Nxe4 Bg5 Be7 Bxe7 Qxe7 Bh5+ g6 Be2 Qxh4+ Kf1 Qf2#,
2002,d3 e5 e3 Nf6 f3 Nh5 g4 Qh4+ Kd2 Nf6 Qe1 Qxe1+ Kxe1 Be7 g5 Nd5 h4 g6 e4 Nb6 a4 d6 a5 N6d7 b4 O-O Be3 Re8 Nd2 c6 Kd1 d5 Ke2 Bxb4 exd5 cxd5 Nb3 d4 Bd2 Bxd2 Nxd2 Nc6 Re1 Nxa5 Bh3 Nf8 Bxc8 Raxc8 Kd1 Rc7 Ne2 Rec8 Nc4 Nxc4 dxc4 Rxc4 Kd2 Rxc2+ Kd3 Nd7 Rc1 Rxc1 Rxc1 Rxc1 Nxc1 Nc5+ Kc4 b6 Nb3 Nxb3 Kxb3 a5 Ka4 Kf8 Kb5 d3 Kxb6 a4 Ka5 a3 Kb4 a2 Kb3 a1=Q Kc4 Qd4+ Kb3 d2 Kc2 d1=Q#,
2003,e4 d5 d3 d4 Nf3 Nc6 c3 e5 cxd4 exd4 Qa4 a6 Bf4 b5 Qb3 Be6 Qc2 f6 Qxc6+ Ke7 Bxc7 Qc8 Qd6+ Kf7 Qb6 Bb4+ Nfd2 Bxd2+ Nxd2 Ne7 Rc1 Nd5 exd5 Bxd5 Be2 Bxa2 O-O Bd5 Ne4 Bxe4 dxe4 Qd7 Rcd1 Rac8 Rc1 g5 Bh5+ Kg7 f4 g4 f5 h6 Bxg4 Rhd8,
2004,d4 d5 e3 Bf5 Bd3 Bxd3 cxd3 Nf6 f3 e6 g4 Bb4+ Bd2 Bxd2+ Nxd2 O-O g5 Nh5 h4 Ng3 Rh3 Nf5 a4 Nc6 b3 Nxe3 Qe2 Nc2+ Kd1 Nxa1 f4 Nxd4 Qg4 Naxb3 Nxb3 Nxb3 Kc2 Nc5 d4 Ne4 Ne2 Qd7 Kb3 Nf2 Qg2 Nxh3 Qxh3 Rab8 Nc3 b6 Qd3 c5 dxc5 bxc5+ Ka3 Rb4 a5 Rfb8 Qa6 Rb3+ Ka2 Rb2+ Ka3 R8b3#,
2005,c4 e5 Nc3 c6 g3 f5 d3 Bb4 Bg2 Bxc3+ bxc3 d6 Nf3 g5 Bxg5 Qd7 Rb1 h6 Be3 Nf6 c5 d5 Nxe5 Qe6 Bd4 Nbd7 Nxd7 Bxd7 Rxb7 Bc8 Rg7 Kf8 Rg6 Kf7 Rxf6+ Qxf6 Bxf6 Kxf6 Qd2 Be6 Qf4 a5 d4 a4 O-O Rae8 Qd6 Rc8 Rb1 Rhd8 Qe5+ Ke7 Rb7+ Rd7 Qg7+ Ke8 Qh8+ Ke7 Qxc8 Rxb7 Qxb7+ Kf6 Qxc6 a3 Bxd5 h5 Qxe6+ Kg5 f4+ Kg4 Qg6+ Kh3 Bg2#,
2006,e4 e5 Nf3 d6 d4 Bg4 d5 Bxf3 Qxf3 c6 c4 c5 Nc3 g6 Qd1 Bh6 Be2 Bxc1 Rxc1 h5 O-O Nd7 a3 b6 Nb5 a6 Nc3 h4 h3 Ngf6 Bf3 Ke7 b4 Rb8 Rb1 cxb4 axb4 a5 bxa5 bxa5 Qc2 Ra8 Nb5 a4 Ra1 a3 Rxa3 Rxa3 Nxa3 Qa5 Nb5 Qb4 Rb1 Qc5 Qd3 Ra8 Qc2 Nb6 Be2 g5 Kf1 Nh5 Bxh5 Nxc4 Qe2 Na3 Rb3 Nc2 Rc3 Ra1+ Qd1 Rxd1+ Bxd1 Qxc3 Nxc3 Nd4 f3 f6 Be2 Kd7 Bb5+ Kc7 Kf2 Kb6 Bd3 Kc5 Ne2 Nxe2 Bxe2 Kd4 Ba6 Kc3 g3 Kd2 gxh4 gxh4 Bc8 Kd3 Bf5 Kd4 Ke2 Kc4 Kd2 Kd4 Ke2 Kc4 Bd7 Kd4 Bb5 Kc5 Bd3 Kd4 Kd2 Kc5 Ke3 Kb6 f4 Kc7 fxe5 fxe5 Kf3 Kd7 Kg4 Ke7 Kxh4 Kf6 Bc2 Kg6 Kg4 Kh6 Kf5 Kg7 Ke6 Kg6 Kxd6 Kf6 Kc5 Ke7 h4 Kf6 h5 Kg5 d6 Kxh5 d7 Kg5 d8=Q+ Kf4 Kd5 Ke3 Kxe5 Ke2 Qd3+ Ke1 Kf4 Kf2 Qe3+ Kg2 Kg4 Kf1 Bd3+ Kg2 Qe2+ Kh1 Qf3+ Kg1 Kf4 Kh2 Qf2+ Kh3 Bf1#,
2007,e4 e5 Bc4 c6 Nf3 b5 Bb3 f6 Nh4 g5 Qh5+ Ke7 Nf5#,
2008,h4 e5 d4 d6 dxe5 dxe5 e4 Qxd1+ Kxd1 Bg4+ Be2 Bxe2+ Nxe2 h5,
2009,e4 e6 d3 d5 exd5 exd5 Qe2+ Qe7 Qxe7+ Bxe7 Nc3 c6 Nf3 f6 Be2 Bg4 Nd4 Bxe2 Ndxe2 Bb4 Bd2 Bxc3 Bxc3 Nh6 O-O-O Nd7 h3 O-O g4 g5 Rdg1 Nf7 h4 h6 hxg5 hxg5 Rh2 b5 Rgh1 Kg7 Rh7+ Kg6 R7h2 Rh8 Rxh8 Rxh8 Rxh8 Nxh8 f3 c5 Ng3 d4 Bd2 b4 b3 a5 Nf5 Ne5 Nd6 Nxf3 Nc4 f5 gxf5+ Kxf5 Nxa5 g4 Kd1 g3 Ke2 Kg4 Nc4 g2,
2010,e4 d5 Bb5+ c6 Bd3 dxe4 Bxe4 Nf6 Bd3 e5 f3 Na6 Bxa6 bxa6 g3 e4 fxe4 Nxe4 Qe2 Qe7 d3 Nf6 Qxe7+ Bxe7 Bg5 O-O Bxf6 Bxf6 c3 Rb8 b4 Bf5 Nd2 Bxd3 a3 Rfe8+ Kd1 Rbd8 Ngf3 Be4 Kc1 Bxf3 Nxf3 Re3 Rf1 Rxc3+ Kb2 Rxf3+ Ka2 Rd2+ Kb1 Rxf1#,
2011,e4 g6 f3 Bh6 h4 e5 d3 Bxc1 Qxc1 Nc6 Qg5 Qxg5 hxg5 Nd4 Kd1 d6 c3 Ne6 a4 Bd7 b3 f6 Nd2 fxg5 g4 Nf4 Ne2 Nf6 Nxf4 gxf4 c4 O-O-O Bh3 g5 a5 a6 b4 Kb8 Ke2 c6 b5 d5 bxa6 bxa6 Rhb1+ Ka7 exd5 cxd5 cxd5 Nxd5 Rb3 Bb5 Bf1 Ne3 Bh3 h6 Rab1 Rb8 Kf2 Nc2 Ne4 Nd4 Bf1 Nxb3 Rxb3 Rhd8 Rc3 Rbc8 Rb3 Rc2+ Ke1 Rc1+ Kf2 Rd1 Nc5 Rc8 Ke2 Rxf1 Kxf1 Rxc5 Kf2 Rd5 Ke2 Kb7 Kd2 Kc6 Kc2 Ba4 Kc3 Bxb3 Kxb3 Rxa5 Kb4 Rd5 Kc4 a5 d4 exd4 Kd3 a4 Kc2 a3 Kb1 d3 Ka2 d2 Kxa3 d1=Q Kb4 Rb5+ Kc4 Qc2+ Kd4 Rd5#,
2012,d4 d5 e4 e6 Bb5+ c6 Bd3 b5 b4 dxe4 c3 exd3 Qxd3 f5 Qd2 h6 Qg5 hxg5 Bxg5 Qxg5 Nd2,
2013,e4 e5 f3 Nc6 c3 d6 d4 f6 dxe5 fxe5 b4 Nf6 Bb5 Bd7 Bxc6 Bxc6 Bg5 Be7 Bxf6 Bxf6 a4 b6 b5 Bb7 c4 a6 bxa6 Bxa6 Kf2 O-O Nh3 Bxc4 Na3 Ba6 Rc1 Rc8 Re1 Qe8 g4 h6 Qb3+ Kh8 Rc2 Bh4+ Kg2 Bxe1 Rxc7 Rxc7 Qxb6,
2014,e4 e5 Nf3 d6 Bc4 Bg4 h3 Bxf3 Qxf3 f6 d4 exd4 e5 dxe5 Qxb7 Bb4+ Qxb4 Nc6 Qb5 Rb8 Qxc6+ Qd7 Qxd7+ Kxd7 Bb3 Rxb3 axb3 Ne7 Rxa7 Rb8 f4 Rb4 fxe5 fxe5 O-O h5 Rf7 Ke8 Rxg7 Rb8 Rxc7 Ra8 Rgxe7+ Kd8 Rcd7+ Kc8 Re8+ Kxd7 Rxa8 e4 Nd2 Ke6 Nxe4 Ke5 Ng3 h4 Ne2 d3 cxd3 Kd5 Bg5 Ke5 Bxh4 Kf5 Ra5+ Kg6 b4 Kh6 b5 Kg7 b6 Kf8 b7 Kf7 b8=Q Kg6 Qb6+ Kh7 Ra7+ Kg8 Qb8#,
2015,e4 e5 Qh5 d6 Bc4 d5 Bxd5 c6 Qxf7#,
2016,e4 e5 f3 Nf6 h4 Nc6 Bb5 Nd4 Bd3 d5 exd5 Qxd5 c4 Qc5 a4 a5 b3 Be6 Bb2 O-O-O Ba3 Qb6 Ne2 Nxb3 Ra2 Bxa3 Rxa3 Nc5 Nec3 Nxd3+ Ke2 Nf4+ Kf1 Bxc4+ Ke1 Nd3+ Kf1 Nb2+ Qe2 Bxe2+ Kxe2 Qa6+ Nb5 Nd5 Nc3 Nxc3+ dxc3 Nc4 Rb3 c6 Na3 Nxa3+ Ke3 Nc4+ Ke4 Nd2+ Kxe5 Nxb3 Rd1 Rxd1 Kf5,
2017,e4 e5 Nf3 Bc5 Bc4 Bxf2+ Kxf2 c6 Nxe5 d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Nxd7 Nxd7 Qxd7 d4 Qf5+ Qf3 Qd7 Qe3+ Ne7 Qe5 O-O Bg5 Nf5 g4 f6 gxf5,
2018,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Bc5 c3 Nf6 O-O Nxe4 Re1 d5 d4 f6 dxc5 Bg4 Bxd5 Bxf3 Bxc6+ Ke7 gxf3 Nxc5 Bxa8 Qxa8 Be3 Qc8 Bxc5+ Ke6 f4 g5 Qg4+ Kf7 Qxc8 Rxc8 fxe5,
2019,e4 e5 Nf3 Bc5 Bc4 c6 h4 d6 Ng5 Qxg5 hxg5 f6 gxf6 Nxf6 d3 Rf8 Bg5 Bd7 Bxf6 Rxf6 Qh5+ g6 Qxh7 Bxf2+ Kd1 Bg4+ Kd2 Bh5 Qg8+ Rf8 Qe6+ Kd8 Qxd6+ Nd7 Be6 Kc8 Bxd7+ Kd8 Qxf8+ Kxd7 Qxa8 Bg3 Rf1 Bf4+ Kc3 b5 Qxa7+ Kd6 Qa3+ c5 Qa6+ Kd7 Qxb5+ Kc7 Qxc5+ Kb7 g3 Bd2+ Kxd2 Be2,
2020,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nxc6 bxc6 f3 e6 e5 d5 h4 Bb4+ c3 Bc5 Bg5 Ne7 Bd3 O-O b4 Bb6 Bc2 h6 Qd3 Nf5 Bxd8 Bxd8 g4 Bb6 gxf5 exf5 Nd2 Re8 O-O-O Rxe5 f4 Re3 Qf1 Rxc3 Rg1 g6 Kb2 Bd4 Nf3 Rxf3+ Kc1 Rxf1 Rdxf1 Bxg1,
2021,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Bc5 Nc3 Nf6 d3 Ng4 O-O b5 Bb3 d6 h3 Nxf2 Rxf2 Bxf2+ Kxf2 Nd4 Nxd4 exd4 Qf3 O-O Nd5 Be6 Kg1 Qg5 Bxg5 Bxd5 Bxd5 h6 Be7,
2022,e4 e5 Nf3 Nc6 Bb5 Bc5 Nc3 h6 O-O Nf6 Bxc6 dxc6 Nxe5 h5 Re1 Ng4 Nxg4 hxg4 e5 Qh4 g3 Qxh2+ Kf1 Qxf2#,
2023,h4 e5 g3 Nc6 Bh3 Nf6 b4 Bc5 bxc5 Nd4 c3 Ne6 Bxe6 dxe6 e4 Nxe4 Qa4+ Bd7 Qxe4,
2024,e4 d5 f3 dxe4 fxe4 e5 Nf3 Nc6 Bc4 Bg4 Nc3 Nf6 h3 Bxf3 Qxf3 Nd4 Qd1 Bb4 a3 Bxc3 dxc3 Nxe4 cxd4 exd4 h4 Qe7 Bg5 f6 Bf4 c5 Qh5+ g6 Qd5 Nc3+,
2025,e4 e5 f4 Nc6 Nf3 exf4 Bc4 Bc5 d4 Qf6 dxc5 Nd4 Nxd4,
2026,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Bf4 Bg4 f3 Bh5 Nb5 Nd5 Nxc7+ Nxc7 Bxc7 Qxc7 Bb5+ Nd7 Bxd7+ Qxd7 c3 e6 g4 Bg6 h4 f6 h5 Bf7,
2027,e4 c5 Nf3 e6 Nc3 a6 d4 cxd4 Nxd4 Qc7 g3 Bb4 Bd2 Nc6 Nde2 Nf6 Bg2 O-O Bf4 Qa5 O-O Be7 e5 Nxe5 Bxe5 Qxe5 Qd4 Qxd4 Nxd4 d5 Rfe1 Bb4 a3 Bxc3 bxc3 Bd7 c4 Rac8 cxd5 exd5 f4 Rfe8 Rxe8+ Rxe8 Rb1 b5 h4 Re3 Kf2 Ng4+ Kg1 Rxg3 Ne2 Rxa3 Bxd5 Ne3 Nd4 Nxd5 c4 Nc3 Rb2 g6 Nc2 Ra2 Rxa2 Nxa2 Nb4 Nxb4 cxb5 axb5 Kf1 Nd3 Ke2 Nxf4+ Ke3 Ng2+ Kd4 Nxh4 Kc5 f5 Kd4 f4 Ke4 f3 Ke3 b4 Kd3 b3 Kc3 f2 Kxb3 f1=Q Kc2 Qc4+,
2028,e4 e5 Nf3 Nc6 Nxe5 Nxe5,
2029,e4 c5 Nf3 e6 Nc3 Nc6 Bc4 Nf6 d4 cxd4 Nxd4 d5 exd5 exd5 Bxd5 Nxd5 Nxd5 Qxd5 Qe2+ Be7 Bg5 Qxg5 h4 Qd5 Nxc6 bxc6 Rd1 Qc5 Rd8+ Kxd8 Qd3+ Ke8 O-O Bxh4 Re1+ Be6 g3 Bxg3 Qxg3 Rd8 Qxg7 Rf8 Qxh7 Qg5+ Kh2 Qf4+ Kg2 Qg5+ Kf3 Kd7 Rd1+ Bd5+ Ke2 Rde8+ Kd3 Rh8 Qxh8 Rxh8 Kd4 Qg4+ Ke5 Rh5+ Kf6 Qg6#,
2030,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Ng5 d5 exd5 Nxd5 Qf3 Ncb4 Qxf7#,
2031,e4 e5 Nf3 Nc6 d4 d6 Bb5 Qf6 Bg5 Qe6 dxe5 dxe5 Bxc6+ bxc6 Qd8#,
2032,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Bd3 Nd5 Qf3 Qxg5 h4 Qg4 Qxg4 Bxg4 f3 Be6 g4 Bc5 Bf5 Bxf5 gxf5 Nb4 Kd1 O-O-O c3 Nd3 Ke2 Nb7 b4 Be7 c4 Bxb4 Ba3 Nbc5 Bxb4 Nxb4 Nc3 Rd3 Rab1 Nc2 Ne4 Nd4+ Kf2 Rxf3+ Kg2 Nxe4 Rb4 Rg3+ Kh2 Nf3#,
2033,e4 e5 Nf3 d6 Bc4 Bg4 Nc3 c6 O-O Bxf3 Qxf3 Qf6 Qxf6 Nxf6 d3 b5 Bb3 a5 a4 b4 Be3 bxc3 bxc3 d5 d4 exd4 Bxd4 Nxe4 c4 Bb4 cxd5 cxd5 Bxg7 Rg8 Bf6 Bc3 Bxd5 Bxa1 Bxa8 Nxf6 Rxa1 Nbd7 Re1+ Kf8 Be4 Nxe4 Rxe4 Rg6 c4 Rc6 g4 Nf6 Rd4 Kg7 g5 Nh5 f4 f6 h4 fxg5 hxg5 Ng3 Kg2 Ne2 Kf2 Nxd4,
2034,d4 e6 e4 Nc6 c3 d5 e5 f6 f4 fxe5 fxe5 Qh4+ g3 Qe4+ Be3 Qxh1 Qh5+ g6 Nf3,
2035,d4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 d5 a4 Nf6 Ba3 Ne4 Qd3 Qf6 Nf3 Qf4 g3 Nc5 Bxc5 Qe4 Qd2 b6 Ba3 f6 Bg2 e5 O-O Bg4 dxe5 fxe5 Qg5 Nc6 Nh4 Qxe2 Bxd5 Bd7 Bxc6 Bxc6 Qe7#,
2036,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 d6 d3 Nf6 Ng5 O-O Bxf7+ Rxf7 Nxf7 Kxf7 Bg5 h6 Bxf6 Qxf6 Qh5+ g6 Qxh6 Qxf2+ Kd1 Bg4+ Kc1 Be3+ Kb1 Bxh6 Nd1 Bxd1 Rxd1 Nd4 Rc1 Bxc1 Kxc1,
2037,e4 e5 f4 exf4 Nf3 Bd6 Bc4 f6 d4 c5 e5 fxe5 Nxe5 cxd4 Qh5+ g6 Nxg6 Nf6 Qh4 h5 Nxh8 a6 O-O b5 Re1+ Be7 Qxf6 bxc4 Qf7#,
2038,e4 e5 Nf3 Nc6 Bc4 Bb4 O-O Nd4 Nxe5 Bc5 Nxf7 Qf6 c3 Nf3+ Qxf3 Qh4 d4 Bd6 e5 Bxe5 Nxh8 Qxh2#,
2039,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 c3 d6 d4 exd4 Nxd4 Nxd4 cxd4 Bb4+ Bd2 Bxd2+ Nxd2 Ne7 Qa4+ Bd7 Bb5 c6 Bc4 O-O Bb3 c5 e5 Bxa4 Bxa4 Qa5 b3 dxe5 dxc5 Qc3 O-O Qxd2 Rad1 Qf4 g3 Qb4 Bd7 Rfd8 Rd6 Qxc5 Rfd1 Nf5 g4 Nxd6,
2040,e4 c5 Nf3 Nc6 Nc3 Nf6 Bc4 e5 Ng5 Rg8 Nd5 Nxd5 Bxd5 Qxg5 Bxc6 bxc6 h4 Qxg2 Rf1 Qxe4+ Qe2 Qxe2+ Kxe2 Ba6+ d3 c4 Bg5 f6 Be3 d5 b3 d4 Bd2 c3 Bc1 h6 Bxh6 gxh6 Rg1 Rxg1 Rxg1 Kf7 h5 c5 a4 Bc8 Rg6 Be6 Rg3 Rb8 Rg1 Bxb3 cxb3 Rxb3 Kd1 Rb1+,
2041,Nc3 e5 Nf3 Nc6 d4 d6 d5 Nd4 Nxd4 exd4 Qxd4 Qf6 Qe4+ Be7 Nb5 Bf5 Qe3 a6 Nxc7+ Kf8 Nxa8 Bxc2 Nc7 Bd8 Na8 Ba5+ Bd2 Qxb2 Rc1 Qxc1#,
2042,e4 c6 d4 d5 f3 Nf6 Bg5 dxe4 fxe4 Nxe4 Bh4 Bf5 Bd3 Qxd4 c3 Qb6 g4 g5 gxf5 gxh4 Bxe4 Rg8 c4 Rxg1+ Rxg1 Qxg1+ Kd2 Bh6+ Kc2 Qf2+ Qd2 Bxd2 Nxd2 Qxh2,
2043,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 Ng5 d5 exd5 Nxd5 Bxd5 Qxd5 Nxd5 O-O Qh5 h6 Nxc7 Rb8 Ne8 g6 Qxh6 Rxe8 Qh7+ Kf8 Qh8+ Ke7 Qxe5+ Nxe5 Ne4 Bb6 Nc5 Bxc5 c3 Nd3+ Ke2 Nxc1+ Raxc1 Kf8+ Kf3 b6 Rce1 Bb7+ Kg3 Bd6+ Kg4 Bc8+ Kf3 Bb7+ Kg4 f5+ Kg5 Kg7 Rxe8 Rxe8 g4 Bxh1,
2044,e4 c5 Nf3 Nc6 Nc3 e6 d4 cxd4 Nxd4 d6 Bb5 Qc7 O-O Nf6 Bg5 Be7 Bxf6 Bxf6 Na4 O-O c3 Nxd4 cxd4 Qa5 Qb3 a6 Nc3 axb5 Nxb5 Be7 Rac1 Qxa2 Qb4 Ra4 Nc3 Rxb4 Nxa2 Rxb2 Rc4 b5 Rc3 Bb7 Nc1 Bxe4 Nd3 Rd2 Rfc1 Rxd3 Rc8 Rxd4 f3 Bb7 R8c7 Bg5 R1c2 Bd5 Rc8 f5 Rxf8+ Kxf8 Rc8+ Kf7 Rc7+ Kg6 Rc2 Be3+ Kf1 Bc4+ Ke1 Rd3 Ke2 Ra3+ Kd1 Ra1+ Rc1 Rxc1#,
2045,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Nf6 d3 Bc5 a4 Ng4 O-O Bxf2+ Rxf2 Nxf2 Kxf2 Nd4 c3 Nxf3 Qxf3 Qh4+ Ke2 d6 Qxf7+ Kd8,
2046,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Qf3 Be6 Bxd5 Bxd5 Qf5 g6 Nxf7 Bxf7 Qd3 Qxd3 cxd3 O-O-O O-O Rxd3 b3 Nd4 Bb2 Nc2 Bxe5 Rg8 Nc3 Nxa1 Rxa1 Rxd2 Nd5 Bxd5,
2047,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Be7 dxe5 Bc5 Qd5 Bxf2+ Rxf2 Nxf2 Kxf2 a6 Bc4 O-O Bg5 Nb4 Qd2 Qe8 Qxb4 b5 Bd5 a5 Qe7 Qd8 Qxd8 Rxd8 Bxd8,
2048,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Nxf7 Kxf7 b3 Nxd5 Qf3+ Ke8 Bxd5 Qe7 d3 c6 Qh5+ g6 Qf3 cxd5 Qxd5 Nc6 h4 Bg7 Nc3 Be6 Bg5 Bxd5 Bxe7 Nxe7 Nxd5 Nxd5 O-O-O Nc3 Rde1 Nxa2+ Kb2 Nb4 c3 Nxd3+,
